_address,_time,_date,_type,_body,_read,_service_center,_name
VM-KSTECH,Jun 8  2016 1:40:04 PM,1465373404507,1,kalrt:TRADING CALL BUY TV18BRDCST @ 40.45 SL 39.30 TGT 43.50 . Time Horizon : 20 Days.http://bit.ly/SMSDisc,1,+919820405904,Manuf. Date
VM-KSTECH,Jun 8  2016 11:59:49 AM,1465367389846,1,KALRT:  BUY NSEFUT M&M JUN @ 1395 1405 SL 1380 TGT 1440 1455 . Time Horizon : 20 Days http://bit.ly/SMSDisc,1,+919820405905,Manuf. Date
VM-PZAHUT,Jun 8  2016 11:41:13 AM,1465366273303,1,Pizzahut Don't Cook Wednesday is BACK! Buy One Medium Pan Pizza & Get One FREE..FREE..FREE  Walk-In/Call@ 39883988 order@ www.pizzahut.co.in T&C,1,+919820405905,Manuf. Date
VM-044145,Jun 8  2016 11:21:45 AM,1465365105140,1,Introducing Bajaj Allianz Global Personal Guard Policy to manage unpredictable situations in life. To know more SMS GPG to 56070,1,+919820405904,
+917338805440,Jun 8  2016 10:47:15 AM,1465363035348,1,Hindustan Infra laye hai Freehold PLOT at Garh Ganga  NH-24 85km frm Delhi size 100-300 sqyd@999/sqyd Nr Gajraula Ind. Area pakki registry EMI Avlbl 9266601640,1,+919840000232,
VM-040801,Jun 8  2016 9:52:40 AM,1465359760651,1,Mid-week celebration with KFC! Save 37% on 12 pc boneless strips bucket @Rs. 300  all of today! Call 01160004545. T&C apply,1,+919820405904,
VM-KOTAKS,Jun 8  2016 9:37:13 AM,1465358833888,1,KALRT: We recommend investors to Accumulate NIIT TECHNOLOGIES LTD CP 512 TP 552. Investment horizon 6-12 months. http://bit.ly/M-Insight,1,+919820405904,Manuf. Date
MD-ONEWAY,Jun 8  2016 9:31:41 AM,1465358501331,1,Book 30 Days in Advance and get Assured Cab. Zero Cancellation Charge.  Return Fare  Not Fair !  http://oneway.cab/,1,+919868191090,Manuf. Date
DM-URCLAP,Jun 8  2016 9:21:51 AM,1465357911481,1,Dear xxx xxx  Your daily report for 07-Jun is: New leads received : 2 Leads responded : 0 Stay Active. Get Hired. Open UClap Partner App Now: http://onelink.to/ucpartner,1,+919768399174,Manuf. Date
DM-eBayin,Jun 8  2016 9:06:44 AM,1465357004684,1,iPhone at a super saving offer! Use coupon CRAZYOFF41 to buy Apple iPhone 5s 64GB with 1 yr seller warranty at Rs. 20 557 ONLY. Shop on http://goo.gl/3e7fKQ.,1,+919768399175,Manuf. Date
VM-KOTAKS,Jun 8  2016 8:54:20 AM,1465356260624,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8290.50 DOW 17938.28(+17.95)HANGSE 21259.12(-69.12)FII: Net +499.73Cr Buy 6011.96Cr Sell 5512.23Cr http://bit.ly/M-Insight,1,+919820405905,Manuf. Date
DM-URCLAP,Jun 8  2016 3:29:42 AM,1465336782017,1,You have a new lead from Daya. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399174,Manuf. Date
VM-SPCTNT,Jun 8  2016 1:42:57 AM,1465330377950,1,Bill of Rs 1 has been generated for your FOX Amazing internet services connection. Due date is 2016-06-15 .,1,+919820405912,Manuf. Date
DM-URCLAP,Jun 8  2016 12:55:56 AM,1465327556777,1,You have a new lead from Vivek Kumar xxx. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399175,Manuf. Date
DM-URCLAP,Jun 8  2016 12:29:49 AM,1465325989828,1,You have a new lead from Daya. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399176,Manuf. Date
BZ-ATMSBI,Jun 7  2016 10:30:26 PM,1465318826577,1,Thank you for using your SBI Debit Card 622XX1849 for a purchase worth Rs374 on POS  470000000218923 at PayTm Mobile Solutions txn# 869577.,1,+919423096951,Manuf. Date
BZ-ATMSBI,Jun 7  2016 10:25:26 PM,1465318526403,1,Thank you for using your SBI Debit Card 622XX1849 for a purchase worth Rs374 on POS  470000000218923 at PayTm Mobile Solutions txn# 869577.,1,+919423096951,Manuf. Date
VM-IPAYTM,Jun 7  2016 10:24:39 PM,1465318479239,1,Added Rs. 374.0 to your Paytm wallet. Transaction ID: 2272574518. Current Balance: Rs.449.9.,1,+919820405905,Manuf. Date
VM-SBIACS,Jun 7  2016 10:24:15 PM,1465318455086,1,To Pay Rs. 374.00 to PayTm Mobile S  from your Card XX...1849  use xxx. BEWARE!ONLY fraudsters ask xxx on phone.xxx is 786704.Don't share with anyone.,1,+919820405905,Manuf. Date
VM-BIGBKT,Jun 7  2016 10:23:51 PM,1465318431017,1,Dear Customer  your Order #MDO-11331237-070616 will be delivered on 09 Jun 2016 between 09:30 am to 12:00 pm. Thanks. bigbasket.com,1,+919820405905,Manuf. Date
DM-URCLAP,Jun 7  2016 9:56:25 PM,1465316785423,1,Urbanclap New Lead ALERT! Service Requirement: All Subjects Home Tutor  Name: Vivek Kumar xxx Location: Laxmi Nagar  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399176,Manuf. Date
DM-URCLAP,Jun 7  2016 9:56:04 PM,1465316764636,1,You have a new lead from Vivek Kumar xxx. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399174,Manuf. Date
VM-KOTAKB,Jun 7  2016 7:41:21 PM,1465308681824,1,Cash withdrawal of Rs.2000 made on Kotak Debit card XX7687 on 07-06-2016 19:39:58 at +LAXMI NAGAR.Combined balance in A/c XX6486 is Rs 55835.97.,1,+919820405560,Manuf. Date
DM-FPANDA,Jun 7  2016 7:33:47 PM,1465308227041,1,Hey xxx   Enjoy tantalizing dishes from foodpanda at Extra 10% off + 15% Cashback via wallet payments. Use Code: FP10 here: https://goo.gl/zOPpMo,1,+919768399174,Manuf. Date
+917827686300,Jun 7  2016 4:31:09 PM,1465297269669,1,Y,1,+919022000504,Harsh Newn
VK-KOTAKS,Jun 7  2016 4:13:01 PM,1465296181427,1,KALRT: Market Update (Closed): Sensex 27009.67(+232.22)  Nifty 8266.45 (+65.40),1,+919830000184,Manuf. Date
099680 92899,Jun 7  2016 4:08:31 PM,1465295911538,2,Abhi doctor ke pass hi hu..  Coming in some time,1,,navendu saxena
VD-VFCARE,Jun 7  2016 3:54:24 PM,1465295064978,1,Hi! Thanks for upgrading to Vodafone SuperNet 4G. 1GB Free 4G Internet pack has been activated on your number. This pack is valid till end of current bill cycle,1,+919820405901,Manuf. Date
VD-VFCARE,Jun 7  2016 3:54:16 PM,1465295056357,1, Hello! Based on your request dated 07-JUN-16   the SIM card for your Vodafone mobile number 9999301628  has been replaced. ,1,+919820405901,Manuf. Date
VD-VFCARE,Jun 7  2016 3:51:37 PM,1465294897881,1, Dear Customer  we have received a request for replacement of your SIM card. If you have not requested for the same  please call 198 (toll free) immediately. ,1,+919820405901,Manuf. Date
VD-VFCARE,Jun 7  2016 3:41:31 PM,1465294291729,1,"Dear customer  we have received request for SIM replacement of 9999301628 with reference number 199809538. In case not initiate by you  please send SMS ""CAN SIMEX 199809538"" to 199 to cancel the request within 30 min from now  call 199 in case of any queries.",1,+919811001057,Manuf. Date
55199,Jun 7  2016 3:40:27 PM,1465294227327,1,Your request for SIM replacement of 9999301628 is in process and will be completed in 20 minutes. Insert new SIM after 20 minutes to enjoy services.,1,+919811000998,
55199,Jun 7  2016 3:40:16 PM,1465294216131,2,154678,1,,
55199,Jun 7  2016 3:39:46 PM,1465294186704,1,Hi! We have received request for SIM exchange starting with 89911190185072. Please validate this carefully and reply with last 6 digits of new sim number within 2 hrs.,1,+919811001057,
55199,Jun 7  2016 3:39:32 PM,1465294172646,2,SIMEX 89911190185072154678,1,,
VD-611112,Jun 7  2016 2:48:11 PM,1465291091747,1,Vodafone Mobile Bumper. Jeetein apni pasand se iPhone 6S  Samsung S7  Shopping Vouchers sirf Rs49. Muft mein dekho  http://m.mydelights.in/pr/10,1,+919811001057,
VK-KSTECH,Jun 7  2016 2:02:25 PM,1465288345667,1,kalrt:  BUY NSEFUT CENTURYTEX JUN @ 637 640 SL 625 TGT 665 675 . Time Horizon : 20 Days http://bit.ly/SMSDisc,1,+919830000185,Manuf. Date
078276 86300,Jun 7  2016 1:45:37 PM,1465287337377,2,Waiting wali chairs pr baitha hu,1,,Harsh Newn
078276 86300,Jun 7  2016 1:42:33 PM,1465287153703,2,Reached 2nd floor,1,,Harsh Newn
VM-KSTECH,Jun 7  2016 1:23:27 PM,1465286007125,1,KALRT:  BUY NSEFUT ENGINERSIN JUN @ 192 194 SL 188 TGT 202 207 . Time Horizon : 20 Days http://bit.ly/SMSDisc.,1,+919820405905,Manuf. Date
VD-VFCARE,Jun 7  2016 1:06:47 PM,1465285007757,1,Vodafone SuperNet 4G is in Delhi! Enjoy 4G Internet Speed at no extra cost. To get a FREE 4G Sim delivered at your doorstep please call *121*444# (TollFree),1,+919811001057,Manuf. Date
VK-KSTECH,Jun 7  2016 12:52:25 PM,1465284145917,1,KALRT: NIFTY CALL OF THE DAY : BUY NSE CALL NIFTY JUN 8200 @ 159 165 SL 130 TGT 195 210.http://bit.ly/SMSDisc,1,+919830000184,Manuf. Date
VK-FRDKRM,Jun 7  2016 12:31:56 PM,1465282916122,1,Get Flat 20% Off on all online orders of and above Rs.300. Order online @ www.firedkaramchari.com & Fall in love at first bite of our tasty food. Coupon: FK20,1,+919830000185,Manuf. Date
VK-KSTECH,Jun 7  2016 11:44:29 AM,1465280069029,1,kalrt:TRADING CALL BUY ULTRACEMCO @ 3281.60-3290 SL 3190 TGT 3363-3446 . Time Horizon : 3 Dayshttp://bit.ly/SMSDisc,1,+919830000185,Manuf. Date
VK-KSTECH,Jun 7  2016 11:38:57 AM,1465279737428,1,KALRT:  BUY NSEFUT SUNPHARMA JUN @ 738 740 SL 726 TGT 760 770 . Time Horizon : 20 Days http://bit.ly/SMSDisc,1,+919830000184,Manuf. Date
VD-VFCARE,Jun 7  2016 11:18:44 AM,1465278524290,1,Hi  you have used 921.60 MB of your internet pack. Track your usage any time on MyVodafone App (www.vodafone.in/b2) or dial *111*5*1#,1,+919811001057,Manuf. Date
MD-PRPSMS,Jun 7  2016 11:18:30 AM,1465278510636,1,Dear Customer  Now Easily Promote your Business through this Services Buy Bulk sms  Toll free number  Ivr number  Voice sms Call on-8510004292,1,+919868191091,Manuf. Date
MD-PRPSMS,Jun 7  2016 11:17:41 AM,1465278461979,1,Dear Customer  Now Easily Promote your Business through this Services Buy Bulk sms  Toll free number  Ivr number  Voice sms Call on-8510004292,1,+919868191091,Manuf. Date
078276 86300,Jun 7  2016 10:29:58 AM,1465275598476,2,Call me when u r free ,1,,Harsh Newn
VM-044168,Jun 7  2016 9:45:39 AM,1465272939232,1,Lose your Weight upto 2 kgs per week Naturally. 50% off on all plans. Get MY DIET by Anjali Mukerjee.For 1st FREE consultation send sms Fit to 5667703,1,+919820405904,
VD-VFCARE,Jun 7  2016 9:43:47 AM,1465272827879,1,Hi! Your Vodafone bill for Rs. 556.65 is due on 11-06-2016. Please ignore if paid. Pay via m-pesa to enjoy 5% cashback of upto Rs.50 for 3 months. Dial*400#.,1,+919811001057,Manuf. Date
VM-Vpaytm,Jun 7  2016 9:28:05 AM,1465271885056,1,Limited Offer !! Pay with Paytm to get 50% cashback on your first auto ride on Jugnoo. Ride now http://m.p-y.tm/jug50 TnCA. #PaytmKaro,1,+919820405904,Manuf. Date
DM-URCLAP,Jun 7  2016 9:21:42 AM,1465271502466,1,Dear xxx xxx  Your daily report for 06-Jun is: New leads received : 6 Leads responded : 0 Stay Active. Get Hired. Open UClap Partner App Now: http://onelink.to/ucpartner,1,+919768399174,Manuf. Date
VK-KOTAKS,Jun 7  2016 8:54:00 AM,1465269840732,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8267 DOW 17920.33(+113.27)HANGSE 21196.95(+166.73)FII: Net +28.30Cr Buy 5016.42Cr Sell 4988.12Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
VM-AXISMF,Jun 7  2016 8:02:29 AM,1465266749776,1,Dear Investor  Payment of Rs. 1500.00 towards your SIP in Axis Long Term Equity Fund - Growth has been received and 49.844 units at NAV 30.0939 are allotted in Folio XXXXXXXX4034. Axis MF,1,+919820405905,Manuf. Date
+91 99992 24767,Jun 7  2016 12:12:30 AM,1465238550551,2,Hi  i m free right now...  You can call ,1,,
+91 99992 24767,Jun 6  2016 11:11:01 PM,1465234861261,2,Ya sure,1,,
+919999224767,Jun 6  2016 10:54:05 PM,1465233845149,1,Is it a good time to talk ? ,1,+919811009998,
+91 99992 24767,Jun 6  2016 9:24:01 PM,1465228441854,2,Ok,1,,
+919999224767,Jun 6  2016 9:23:43 PM,1465228423074,1,I'll call you later.,1,+919811009998,
DM-FPANDA,Jun 6  2016 7:50:53 PM,1465222853676,1,Use Code FP10 & avail 10% off @ foodpanda. Pay through wallets to get an additional 15% off. Order here https://goo.gl/zOPpMo,1,+919768399176,Manuf. Date
VK-LETMED,Jun 6  2016 6:31:11 PM,1465218071110,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - 53b9 for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000184,Manuf. Date
VD-611123,Jun 6  2016 5:28:03 PM,1465214283189,1,"""Introducing Vodafone U! Enjoy calls  internet  music  experiences and lots more: 1)300MB data 2)150MB night data(12am-6am) 3)Rs.15 talktime 4)Calls to 3 closest Vodafone buddies ¡20p/m 5)Free music downloads for 60 days from MyVodafoneApp Recharge now with the Vodafone U Medium pack ¡Rs.179 valid for 14 days! Know more on https://goo.gl/puWZVP""",1,+919811001057,
VK-KOTAKS,Jun 6  2016 4:22:23 PM,1465210343254,1,KALRT: Market Update (Closed): Sensex 26777.45(-65.58)  Nifty 8201.05 (-19.75),1,+919830000185,Manuf. Date
BZ-SBIINB,Jun 6  2016 4:13:03 PM,1465209783394,1,You added a third party on 03-06-2016 04:57:30 PM. If you did not add this third party  please Lock User Access (link on Home Page) to your internet banking immediately.,1,+919423096951,Manuf. Date
VK-044159,Jun 6  2016 3:44:15 PM,1465208055217,1,Introducing Bajaj Allianz Global Personal Guard Policy to manage unpredictable situations in life. To know more SMS GPG to 56070.,1,+919830000184,
DM-URCLAP,Jun 6  2016 3:01:22 PM,1465205482434,1,Urbanclap New Lead ALERT! Service Requirement: All Subjects Home Tutor  Name: Anindita Ghosh Location: Patparganj  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399176,Manuf. Date
DM-URCLAP,Jun 6  2016 2:51:57 PM,1465204917556,1,Urbanclap New Lead ALERT! Service Requirement: All Subjects Home Tutor  Name: Tina nagpal Location: Saket Block  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399175,Manuf. Date
IM-URCLAP,Jun 6  2016 2:28:13 PM,1465203493903,1,Dear Professional   We have changed our partner support number from +919953350750 to a new tolled number 18604204226. Request you to please make a note of this change. UrbanClap Support Team,1,+919702000556,Manuf. Date
DM-URCLAP,Jun 6  2016 1:45:23 PM,1465200923914,1,Urbanclap New Lead ALERT! Service Requirement: Mathematics Home Tutors  Name: Sunita Location: Mayur Vihar Phase II  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399176,Manuf. Date
VK-BMSHOW,Jun 6  2016 1:24:16 PM,1465199656394,1,Your MyWallet statement for the month of May has been sent to your registered email id.,1,+919830000184,Manuf. Date
+919911216662,Jun 6  2016 12:51:46 PM,1465197706871,1,ok. aaj aayega ??,1,+919810051829,Nimish Letmedrive. in
+91 99112 16662,Jun 6  2016 12:50:46 PM,1465197646803,2,Interview chal rha h..  Will call you in sometime ,1,,Nimish Letmedrive. in
DM-URCLAP,Jun 6  2016 10:46:48 AM,1465190208026,1,Urbanclap New Lead ALERT! Service Requirement: All Subjects Home Tutor  Name: Anindita Ghosh Location: Patparganj Depot  I.P.Extension  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399175,Manuf. Date
VM-KSTECH,Jun 6  2016 10:36:03 AM,1465189563109,1,KALRT:  TECH PORTFOLIO STOCK .....BUY 50% UJJIVAN @ 343 350 SL 300 TGT 380 410 BUY  50% NOW BALANCE AT 315 http://bit.ly/SMSDisc,1,+919820405905,Manuf. Date
VM-KSTECH,Jun 6  2016 10:20:54 AM,1465188654066,1,KALRT:  SELL NSEFUT LICHSGFIN JUN @ 470 472 SL 480 TGT 460 456 . Time Horizon : 20 Days.,1,+919820405905,Manuf. Date
VD-611117,Jun 6  2016 10:04:24 AM,1465187664300,1,Free Local calling on 1 Vodafone number  ek aur Vodafone postpaid lene par pe  attractive plans ke sath  aur janne ke liye SMS kare 'postpaid' send to 199 ,1,+919811036476,
VM-KOTAKB,Jun 6  2016 10:01:12 AM,1465187472711,1,Avbl Bal for A/c XXXX6486  as on 06-06-2016 is INR 57835.97. Combined Avbl Bal is INR 57835.97. Use Mobile Banking App to track A/c (app.kotak.com),1,+919820405905,Manuf. Date
VM-KSTECH,Jun 6  2016 9:49:54 AM,1465186794024,1,KALRT: BUY TRIVENI @ 50 51 SL 46.75 TGT 56.50 58.50 . Time Horizon : 20 Days; http://bit.ly/SMSDisc,1,+919820405904,Manuf. Date
VD-611112,Jun 6  2016 9:21:55 AM,1465185115889,1,Ji haan..! Ghar lejaiye Split AC  Refrigerator aur dhero Discount Vouchers Sirf Rs49 mein. Jankari k liye  Muft mein Click karein http://m.mydelights.in/pr/346,1,+919811001057,
DM-eBayin,Jun 6  2016 9:02:55 AM,1465183975556,1,Use coupon CRAZYOFF31 to buy the latest LeEco LE 1s refurbished smartphone with 6 months manufacturer warranty at Rs. 8 508 ONLY. Shop on http://goo.gl/oFvPWP.,1,+919768399176,Manuf. Date
VK-KOTAKS,Jun 6  2016 8:58:44 AM,1465183724632,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8251 DOW 17807.06(-32.50)HANGSE 20925.40(-21.84) FII: Net +1585.01Cr Buy 5571.69Cr Sell 3986.68Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
BX-ATMSBI,Jun 5  2016 8:01:15 PM,1465137075266,1,Rs 1000 withdrawn from A/c xxxx 9084 on 050616 at ICI ATM  SACWG529.Txn# 2314 .Avl bal Rs 2467.97.,1,+919442599997,Manuf. Date
DM-FPANDA,Jun 5  2016 7:17:54 PM,1465134474252,1,Get 10% off on appetizing meals. Use FPJUNE10 & order @ foodpanda https://goo.gl/zOPpMo Also get hold of 15% cash back on wallet payments.,1,+919768399175,Manuf. Date
VD-611117,Jun 5  2016 5:20:16 PM,1465127416111,1,Dekhen Sunny Leone ka Latest superhit Songs apne phone par  Click kare https://goo.gl/wpNcyg If not on Pack  Internet charges 4p/10Kb,1,+919811036476,
+918588998567,Jun 5  2016 4:23:55 PM,1465124035670,1,Abe aa jao kabse dhup me khada hu,1,+919022000504,Deepak xxx Cse
+91 85889 98567,Jun 5  2016 3:53:59 PM,1465122239787,2,Oye mat bula tempo ko,1,,Deepak xxx Cse
VM-SPCTNT,Jun 5  2016 11:40:05 AM,1465107005341,1,Dear  xxx xxx    Thank you for showing interest in Spectranet Broadband powered by FOX. Our sales executive  Adesh Kumar Shukla  will contact you shortly to fix an appointment.,1,+919820405912,Manuf. Date
VM-PZAHUT,Jun 5  2016 11:27:54 AM,1465106274746,1,Double Your Weekend Fun with Pizzahut! Get Any Pan Pizza @ Rs 199 each..when you buy 2 (save upto 60%) Walk-In/Call@ 0120-3988398 order@ www.pizzahut.co.in T&C,1,+919820405905,Manuf. Date
VD-VFCARE,Jun 5  2016 10:51:43 AM,1465104103159,1,Vodafone 4G is in Delhi! Enjoy 4G Data Speeds at no extra cost. To get a FREE 4G Sim delivered at your doorstep please call *121*444# (TollFree),1,+919811001057,Manuf. Date
VK-440610,Jun 5  2016 10:51:10 AM,1465104070410,1,Lose your Weight upto 2 kgs per week Naturally. 50% off on all plans. Get MY DIET by Anjali Mukerjee.For 1st FREE consultation send sms Fit to 5667703,1,+919830000185,
IM-MERUPR,Jun 5  2016 10:40:51 AM,1465103451146,1,Love being Social? So do we. Simply chat with MeruCabs on Facebook Messenger to book a cab instantly. Click here(is.gd/QPcZUh) & let the exciting journey begin!,1,+919702000556,Manuf. Date
VD-611112,Jun 5  2016 9:31:38 AM,1465099298141,1,Ji haan..! Ghar lejaiye Split AC  Refrigerator aur dhero Discount Vouchers Sirf Rs49 mein. Jankari k liye  Muft mein Click karein http://m.mydelights.in/pr/346,1,+919811001057,
VD-VFCARE,Jun 5  2016 9:06:21 AM,1465097781937,1,Hi  you have used 512.00 MB of your internet pack. Track your usage any time on MyVodafone App (www.vodafone.in/b2) or dial *111*5*1#,1,+919811001057,Manuf. Date
+918447756348,Jun 4  2016 11:14:22 PM,1465062262556,1,Bol tu flat chod rha h... ya ghar saman rakhwa rha hai,1,+919022000504,Anupam Samanta
096433 02627,Jun 4  2016 7:05:43 PM,1465047343227,2,Oye atm se cash nikal lana thoda,1,,Pushkal VOD DEL
VM-KotakB,Jun 4  2016 5:00:15 PM,1465039815312,1,Txn of Rs.3872 made on Kotak Debit card XX7687 on 04-06-2016 17:00:00 at 037011011030058.Combined balance in A/c XX6486 is Rs 57835.97,1,+919820405904,Manuf. Date
VM-748003,Jun 4  2016 4:34:14 PM,1465038254107,1,Let Love Grow! Get 20% Off. Introducing the Shake feature & relationship mode on OYO APP. Local ID allowed. Update App for cool new features bit.ly/25DkFKY,1,+919820405904,
BZ-SBIINB,Jun 4  2016 4:26:34 PM,1465037794920,1,You added a third party on 03-06-2016 04:57:30 PM. If you did not add this third party  please Lock User Access (link on Home Page) to your internet banking immediately.,1,+919423096951,Manuf. Date
+918471078992,Jun 4  2016 4:11:20 PM,1465036880556,1,Aap bhi aa jao,1,+919811009998,Nishtha Dutta Delhi
+91 84710 78992,Jun 4  2016 4:08:35 PM,1465036715223,2,Mera aana shayad mushkil h,1,,Nishtha Dutta Delhi
+918471078992,Jun 4  2016 4:07:50 PM,1465036670238,1,Hii xxx hum log party k liye nikal gaye hai just reaching in 10 mins,1,+919811009998,Nishtha Dutta Delhi
088096 24409,Jun 4  2016 3:29:48 PM,1465034388417,2,Swimming pool...  Ka lele,1,,Deepak xxx Cse
+918056049265,Jun 4  2016 2:01:38 PM,1465029098566,1,Villas just @ 15.5 Lac!  Ready to Move Area - Loan Available Plots@4.5 Lac onwards   Near Raj Nagar Extn. DPS Duhai  Ghaziabad. KLF India Ltd Call 9266601620,1,+919840000232,
+919840458813,Jun 4  2016 2:01:34 PM,1465029094066,1,Villas just @ 15.5 Lac!  Ready to Move Area - Loan Available Plots@4.5 Lac onwards   Near Raj Nagar Extn. DPS Duhai  Ghaziabad. KLF India Ltd Call 9266601620,1,+919840000232,
VM-SPCTNT,Jun 4  2016 1:13:30 PM,1465026210455,1,Dear Customer ? your?SR number SR1606183648 has been successfully resolved. Please contact Spectranet for any?further support.,1,+919820405560,Manuf. Date
VM-SPCTNT,Jun 4  2016 1:13:16 PM,1465026196794,1,Dear Customer  Thank You for contacting Spectranet. Your SR number is SR1606183648. Our representative will contact you shortly.,1,+919820405560,Manuf. Date
DM-FPANDA,Jun 4  2016 12:55:23 PM,1465025123642,1,Tantalizing 10% off on food bites. Use code: FPJUNE10. Order grubs at foodpanda https://goo.gl/zOPpMo now. Also get 15% cash back on wallet payments.,1,+919768399174,Manuf. Date
MD-THYROC,Jun 4  2016 12:43:47 PM,1465024427764,1,THYROCARE COMPLETE HEALTH CHECKUP 80 Tests @Rs 1499  VITAMIN D+B12 +HEART+LIVER+KIDNEY+THYROID+IRON +CBC+SUGAR+URINE+FREE Home Collection-9711061644 9990093473,1,+919868191091,Manuf. Date
+918754581926,Jun 4  2016 11:59:28 AM,1465021768460,1,Delhi Smart City Awaas Mission presents ur own home in Delhi@ 32 lac that too with Construction Link Plan next to IGI Airport 2-3-4 BHK Appts call 180030000663,1,+919840000232,
VK-040602,Jun 4  2016 11:35:38 AM,1465020338986,1,Enjoy 40% off on your first order at foodpanda. Use PANDA40 to grab the offer. Also get 15% cash back on wallet payments. Order now https://goo.gl/GQfVMF,1,+919830000185,
VK-HSBCIN,Jun 4  2016 11:19:30 AM,1465019370929,1,HSBC: Dear Customer  thank you for banking with HSBC. We wish you a very Happy Birthday and a wonderful year ahead.,1,+919830000185,Manuf. Date
VK-040100,Jun 4  2016 10:38:06 AM,1465016886097,1,Many Happy Returns of the day. May the coming year be full of health  happiness and prosperity.,1,+919830000184,
VD-611112,Jun 4  2016 10:22:44 AM,1465015964851,1,Vodafone Mobile Bumper. Jeetein apni pasand se iPhone 6S  Samsung S7  Shopping Vouchers sirf Rs49. Muft mein dekho  http://m.mydelights.in/pr/10,1,+919811001057,
BX-SBIINB,Jun 4  2016 9:57:06 AM,1465014426265,1,Your a/c no. XXXXXXXX9084 is debited for Rs.10000.00 on 04-06-16 and a/c XXXXXXX006 credited (IMPS Ref no 615609955306).,1,+919442599997,Manuf. Date
VK-040801,Jun 4  2016 9:56:23 AM,1465014383235,1,Feeling those hunger pangs? Order KFC 5-in-1 meal box & save up to 35%! Hurry!Call  01160004545. T&C apply,1,+919830000185,
VK-KOTAKS,Jun 4  2016 9:32:34 AM,1465012954875,1,Dear xxx xxx  Kotak Securities wishes you a very Happy Birthday and a great year ahead.,1,+919830000184,Manuf. Date
+918471078992,Jun 4  2016 9:30:04 AM,1465012804044,1,Happy vala birthday🎂💐,1,+919811009998,Nishtha Dutta Delhi
IM-ebayin,Jun 4  2016 9:13:18 AM,1465011798244,1,Motion camera at JUST Rs. 6 551 on eBay! Use CRAZYOFF31 to get Xiaomi Yi sports action digi cam with Wi-Fi & Bluetooth. Capture moments! http://goo.gl/aXVHA9,1,+919702000557,Manuf. Date
VK-SHRKHN,Jun 4  2016 9:08:24 AM,1465011504326,1,Dear xxx On this special day Team Sharekhan wishes you a very Happy Birthday and great success for the years ahead.,1,+919830000184,Manuf. Date
BZ-SBIINB,Jun 4  2016 9:05:43 AM,1465011343936,1,Dear Customer  State Bank of India wishes you a Very Happy Birthday and a Great Year ahead!,1,+919423096951,Manuf. Date
RM-IPRUMF,Jun 4  2016 7:03:55 AM,1465004035065,1,Greetings  ICICI Prudential Mutual Fund wishes you a very happy birthday and a great year ahead.,1,+919022000504,Manuf. Date
VD-VDFONE,Jun 4  2016 4:48:05 AM,1464995885891,1,Vodafone  The Widest 3G Network welcomes you in UPW. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199  for customer care.,1,+919811001057,Manuf. Date
VK-IPAYTM,Jun 3  2016 10:57:18 PM,1464974838403,1,You paid Food Panda Rs. 560.80 with your Paytm wallet. Your new Paytm wallet balance is Rs. 0.9 Transaction ID: 2244894018 . ,1,+919830000185,Manuf. Date
VM-IPAYTM,Jun 3  2016 10:57:01 PM,1464974821251,1,Added Rs. 410.8 to your Paytm wallet. Transaction ID: 2244894010. Current Balance: Rs.561.7. Send money to anyone & get assured Cashback upto Rs.10 000. http://p-y.tm/4EF7,1,+919820405904,Manuf. Date
BX-ATMSBI,Jun 3  2016 10:56:47 PM,1464974807534,1,Thank you for using your SBI Debit Card 622XX1849 for a purchase worth Rs410 on POS  470000000218923 at PayTm Mobile Solutions txn# 576689.,1,+919442599997,Manuf. Date
